step,co,stel_co,twa_co,proj_co,no2,stel_no2,twa_no2,proj_no2,model_ok,x0,x1,x2,x3,x4,x5,x6,x7,rule_co,lp_co,rule_no2,lp_no2
118,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
119,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
120,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
121,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
122,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
123,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
124,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
125,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
126,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
127,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
128,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
129,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
130,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
131,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
132,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
133,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
134,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
135,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
136,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
137,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
138,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
139,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
140,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
141,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
142,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
143,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
144,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
145,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
146,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
147,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
148,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
149,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
150,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
151,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
152,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
153,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
154,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
155,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
156,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
157,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
158,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
159,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
160,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
161,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
162,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
163,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.6486458,0.4256123,0,0,0,0
164,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.4985733,0.5535591,0,0,0,0
165,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.495903,0.5450142,0,0,0,0
166,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5089874,0.5395972,0,0,0,0
167,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5231403,0.5289921,0,0,0,0
168,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5343558,0.5170139,0,0,0,0
169,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5426338,0.507782,0,0,0,0
170,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5412987,0.498703,0,0,0,0
171,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.497505,0.4977875,0,0,0,0
172,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.4694666,0.521706,0,0,0,0
173,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5314184,0.5266269,0,0,0,0
174,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
175,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
176,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
177,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
178,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
179,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
180,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
181,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
182,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
183,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
184,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
185,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
186,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
187,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
188,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
189,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
190,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
191,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
192,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
193,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
194,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
195,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
196,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
197,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
198,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
199,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
200,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
201,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
202,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
203,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
204,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
205,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
206,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
207,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
208,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
209,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
210,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
211,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
212,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
213,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
214,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
215,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
216,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
217,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
218,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
219,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
220,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
221,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
