t_s,co_ppm,no2_ppm,temp_c,rh_pct
1005,12.4,0.549,30.15,78.19
1010,12.9,0.756,30.13,78.2
1015,14,0.644,30.13,78.22
1020,14,0.67,30.14,78.17
1025,11,0.549,30.17,78.19
1030,14,0.571,30.13,78.11
1035,12.4,0.644,30.14,78.04
1040,14.6,0.67,30.16,78.1
1045,12.9,0.549,30.16,78.13
1050,12.4,0.644,30.14,77.9
1055,13.5,0.644,30.1,77.85
1060,11,0.619,30.16,77.98
1065,12.9,0.595,30.15,77.9
1070,12.4,0.571,30.14,77.94
1075,12.9,0.595,30.15,77.91
1080,13.5,0.619,30.16,77.86
1085,12.4,0.67,30.14,77.89
1090,12.9,0.549,30.09,77.94
1095,13.5,0.549,30.16,77.89
1100,12.9,0.67,30.15,77.81
1105,12.4,0.698,30.12,77.8
1110,12.4,0.67,30.13,77.84
1115,13.5,0.726,30.11,77.78
1120,12.4,0.644,30.12,77.83
1125,13.5,0.527,30.13,77.77
1130,14,0.644,30.13,77.8
1135,11.9,0.67,30.14,77.77
1140,13.5,0.549,30.15,77.79
1145,12.4,0.619,30.1,77.81
1150,11,0.698,30.11,77.75
1155,11.9,0.67,30.12,77.76
1160,12.4,0.67,30.09,77.73
1165,12.9,0.67,30.11,77.73
1170,11.9,0.67,30.14,77.64
1175,12.9,0.644,30.15,77.73
1180,13.5,0.698,30.1,77.69
1185,12.4,0.549,30.15,77.66
1190,14,0.698,30.08,77.71
1195,11.5,0.571,30.15,77.65
1200,12.4,0.487,30.11,77.65
1205,12.9,0.67,30.12,77.68
1210,11.9,0.619,30.11,77.64
1215,12.9,0.619,30.14,77.65
