step,co,stel_co,twa_co,proj_co,no2,stel_no2,twa_no2,proj_no2,model_ok,x0,x1,x2,x3,x4,x5,x6,x7,rule_co,lp_co,rule_no2,lp_no2
134,0,0.9907805,0.02580158,0.2415084,0.1627306,0.06237186,0.001624267,0.06979185,0,0,0.04351246,0.04036789,0.01683305,0.009944512,0.01882256,-0.4402564,0.1823463,0,0,0,0
135,0,0.9777439,0.02580158,0.2415084,0,0.06155118,0.001624267,0.06979185,0,0,0,0.03984401,0.01661283,0.009944512,0.01882256,-0.4377073,0.1804136,0,0,0,0
136,2.577585,0.9985211,0.02669657,0.5242553,0,0.06075181,0.001624267,0.06702338,0,0.1027552,0,0.04067887,0.0163983,0.02150064,0.01808058,-0.4350247,0.177172,0,0,0,0
137,2.577585,1.018765,0.02759156,0.8392934,0,0.05997294,0.001624267,0.06553929,0,0.1027552,0,0.04149186,0.01618924,0.03426845,0.01768266,-0.438487,0.178661,0,0,0,0
138,0,1.00587,0.02759156,0.8392934,0.1446921,0.06104533,0.001674507,0.08247202,0,0,0.03875333,0.04097403,0.01647708,0.03426845,0.02221614,-0.4328774,0.1820325,0,0,0,0
139,0,0.9932963,0.02759156,0.8094847,0.07042921,0.06116263,0.001698962,0.06553192,0,0,0.01899333,0.04046898,0.01650856,0.0330652,0.01768069,-0.4325692,0.1761031,0,0,0,0
140,0,0.9810334,0.02759156,0.8094847,0,0.06040754,0.001698962,0.04495447,0,0,0,0.03997622,0.0163059,0.0330652,0.01215214,-0.4320059,0.1769425,0,0,0,0
141,0,0.9690696,0.02759156,0.770044,0,0.05967086,0.001698962,0.04495447,0,0,0,0.03949531,0.01610815,0.0314716,0.01215214,-0.4388758,0.1799556,0,0,0,0
142,0,0.9573941,0.02759156,0.4836457,0.08264944,0.05994771,0.00172766,0.05240456,0,0,0.02226357,0.03902584,0.01618247,0.01984657,0.0141562,-0.4315615,0.1799118,0,0,0,0
143,0,0.9459965,0.02759156,0.1972474,0.1505971,0.06102687,0.00177995,0.07014403,0,0,0.04031298,0.03856741,0.01647212,0.008127114,0.01891692,-0.4269519,0.1795271,0,0,0,0
